"gene_symbol","geneid","ensemblid","geneNcbiType","geneDSI","geneDPI","genepLI","uniprotids","protein_classid","protein_class_name","disease_name","diseaseType","diseaseUMLSCUI","diseaseClasses_MSH","diseaseClasses_UMLS_ST","diseaseClasses_DO","diseaseClasses_HPO","source","associationType","text","sentence","pmYear","score","chemsInSentence","reference_type","reference","ancestry_name","ancestry_id","chemical_effect","polarity"
"RBM20",282996,"ENSG00000203867","protein-coding",0.606,0.696,0.010899,"Q5T481","","","Cardiomyopathy, Dilated","[disease]","C0007193","Cardiovascular Diseases (C14) | Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16)","Disease or Syndrome (T047)","genetic disease (630) | disease of anatomical entity (7)","Abnormality of the cardiovascular system (01626)","CLINGEN","CausalMutation","Genes Associated With Hypertrophic Cardiomyopathy: A Reappraisal by the ClinGen Hereditary Cardiovascular Disease Gene Curation Expert Panel.","Genes Associated With Hypertrophic Cardiomyopathy: A Reappraisal by the ClinGen Hereditary Cardiovascular Disease Gene Curation Expert Panel.",2025,1,NA,"PMID","39971408","","",NA,NA
"RBM20",282996,"ENSG00000203867","protein-coding",0.606,0.696,0.010899,"Q5T481","","","Cardiomyopathy, Dilated","[disease]","C0007193","Cardiovascular Diseases (C14) | Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16)","Disease or Syndrome (T047)","genetic disease (630) | disease of anatomical entity (7)","Abnormality of the cardiovascular system (01626)","CLINVAR","GeneticVariation","RIKADA Study Reveals Risk Factors in Pediatric Primary Cardiomyopathy.","RIKADA Study Reveals Risk Factors in Pediatric Primary Cardiomyopathy.",2019,1,NA,"PMID","31333075","","",NA,NA
"RBM20",282996,"ENSG00000203867","protein-coding",0.606,0.696,0.010899,"Q5T481","","","Cardiomyopathy, Dilated","[disease]","C0007193","Cardiovascular Diseases (C14) | Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16)","Disease or Syndrome (T047)","genetic disease (630) | disease of anatomical entity (7)","Abnormality of the cardiovascular system (01626)","CLINGEN","CausalMutation","Mutations in RBM20 (RNA-binding motif protein 20) cause a clinically aggressive form of dilated cardiomyopathy, with an increased risk of malignant ventricular arrhythmias.","Mutations in <span class='gene' en_id='282996'>RBM20</span> (<span class='gene' en_id='282996'>RNA-binding motif protein 20</span>) cause a clinically aggressive form of <span class='disease' en_id='C0007193'>dilated cardiomyopathy</span>, with an increased risk of malignant ventricular arrhythmias.",2018,1,NA,"PMID","29650543","","",NA,"Positive"
"PRKCG",5582,"ENSG00000126583","protein-coding",0.566,0.913,0.99413,"P05129","DTO_03300101","Kinase","Spinocerebellar ataxia 14","[disease]","C1854369","Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16) | Nervous System Diseases (C10)","Disease or Syndrome (T047)","genetic disease (630) | disease of anatomical entity (7)","","GENCC","GeneticVariation",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"PRKCG",5582,"ENSG00000126583","protein-coding",0.566,0.913,0.99413,"P05129","DTO_03300101","Kinase","Spinocerebellar ataxia 14","[disease]","C1854369","Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16) | Nervous System Diseases (C10)","Disease or Syndrome (T047)","genetic disease (630) | disease of anatomical entity (7)","","GENCC","CausalMutation",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"PRKCG",5582,"ENSG00000126583","protein-coding",0.566,0.913,0.99413,"P05129","DTO_03300101","Kinase","Spinocerebellar ataxia 14","[disease]","C1854369","Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16) | Nervous System Diseases (C10)","Disease or Syndrome (T047)","genetic disease (630) | disease of anatomical entity (7)","","CLINVAR","GeneticVariation","Spinocerebellar Ataxia Type 14","Spinocerebellar Ataxia Type 14",1993,1,NA,"PMID","20301573","","",NA,NA
"PRKCG",5582,"ENSG00000126583","protein-coding",0.566,0.913,0.99413,"P05129","DTO_03300101","Kinase","Spinocerebellar ataxia 14","[disease]","C1854369","Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16) | Nervous System Diseases (C10)","Disease or Syndrome (T047)","genetic disease (630) | disease of anatomical entity (7)","","ORPHANET","GermlineCausalMutation",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"PRKCG",5582,"ENSG00000126583","protein-coding",0.566,0.913,0.99413,"P05129","DTO_03300101","Kinase","Spinocerebellar ataxia 14","[disease]","C1854369","Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16) | Nervous System Diseases (C10)","Disease or Syndrome (T047)","genetic disease (630) | disease of anatomical entity (7)","","RGD_HUMAN","CausalOrContributing",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"PRKCG",5582,"ENSG00000126583","protein-coding",0.566,0.913,0.99413,"P05129","DTO_03300101","Kinase","Spinocerebellar ataxia 14","[disease]","C1854369","Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16) | Nervous System Diseases (C10)","Disease or Syndrome (T047)","genetic disease (630) | disease of anatomical entity (7)","","CLINVAR","GeneticVariation","We also observed that SCA14-associated mutations in PKCγ accelerate the amyloid-like fibril formation both in cultured cells and in vitro.","We also observed that <span class='disease' en_id='C1854369'>SCA14</span>-associated mutations in <span class='gene' en_id='5582'>PKCγ</span> accelerate the amyloid-like fibril formation both in cultured cells and in vitro.",2015,1,NA,"PMID","25217572","","",NA,"Positive"
"PRKCG",5582,"ENSG00000126583","protein-coding",0.566,0.913,0.99413,"P05129","DTO_03300101","Kinase","Spinocerebellar ataxia 14","[disease]","C1854369","Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16) | Nervous System Diseases (C10)","Disease or Syndrome (T047)","genetic disease (630) | disease of anatomical entity (7)","","CLINVAR","CausalMutation","Spinocerebellar ataxia 14 (SCA14) is associated with missense mutations in the protein kinase C gamma gene (PRKCG), rather than a nucleotide repeat expansion.","<span class='disease' en_id='C1854369'>Spinocerebellar ataxia 14</span> (<span class='disease' en_id='C1854369'>SCA14</span>) is associated with missense mutations in the <span class='gene' en_id='5582'>protein kinase C gamma gene</span> (<span class='gene' en_id='5582'>PRKCG</span>), rather than a nucleotide repeat expansion.",2005,1,NA,"PMID","15824357","","",NA,"Positive"
"PRKCG",5582,"ENSG00000126583","protein-coding",0.566,0.913,0.99413,"P05129","DTO_03300101","Kinase","Spinocerebellar ataxia 14","[disease]","C1854369","Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16) | Nervous System Diseases (C10)","Disease or Syndrome (T047)","genetic disease (630) | disease of anatomical entity (7)","","CLINVAR","CausalMutation","We subsequently screened the current Dutch ataxia cohort (approximately 900 individuals) for SCA14 mutations in the Cys2 region of the PRKCG gene.","We subsequently screened the current Dutch ataxia cohort (approximately 900 individuals) for <span class='disease' en_id='C1854369'>SCA14</span> mutations in the Cys2 region of the <span class='gene' en_id='5582'>PRKCG</span> gene.",2005,1,NA,"PMID","15841389","Dutch","HANCESTRO:0320",NA,"Positive"
"PRKCG",5582,"ENSG00000126583","protein-coding",0.566,0.913,0.99413,"P05129","DTO_03300101","Kinase","Spinocerebellar ataxia 14","[disease]","C1854369","Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16) | Nervous System Diseases (C10)","Disease or Syndrome (T047)","genetic disease (630) | disease of anatomical entity (7)","","CLINVAR","CausalMutation","Codon 101 of PRKCG, a preferential mutation site in SCA14.","Codon 101 of PRKCG, a preferential mutation site in SCA14.",2007,1,NA,"PMID","17659643","","",NA,NA
"PRKCG",5582,"ENSG00000126583","protein-coding",0.566,0.913,0.99413,"P05129","DTO_03300101","Kinase","Spinocerebellar ataxia 14","[disease]","C1854369","Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16) | Nervous System Diseases (C10)","Disease or Syndrome (T047)","genetic disease (630) | disease of anatomical entity (7)","","CLINVAR","GeneticVariation","Genomic reanalysis of a pan-European rare-disease resource yields new diagnoses.","Genomic reanalysis of a pan-European rare-disease resource yields new diagnoses.",2025,1,NA,"PMID","39825153","European","HANCESTRO:0005",NA,NA
"PRKCG",5582,"ENSG00000126583","protein-coding",0.566,0.913,0.99413,"P05129","DTO_03300101","Kinase","Spinocerebellar ataxia 14","[disease]","C1854369","Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16) | Nervous System Diseases (C10)","Disease or Syndrome (T047)","genetic disease (630) | disease of anatomical entity (7)","","CLINVAR","CausalMutation","A new dominant spinocerebellar ataxia linked to chromosome 19q13.4-qter.","A new dominant spinocerebellar ataxia linked to chromosome 19q13.4-qter.",2002,1,NA,"PMID","12164726","","",NA,NA
"PRKCG",5582,"ENSG00000126583","protein-coding",0.566,0.913,0.99413,"P05129","DTO_03300101","Kinase","Spinocerebellar ataxia 14","[disease]","C1854369","Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16) | Nervous System Diseases (C10)","Disease or Syndrome (T047)","genetic disease (630) | disease of anatomical entity (7)","","GENCC","CausalMutation","Together, these results show that SCA14 mutations located in the C1B subdomain ;open' PKCgamma protein conformation leading to increased C1 domain accessibility, but inefficient activation of downstream signaling pathways.","Together, these results show that <span class='disease' en_id='C1854369'>SCA14</span> mutations located in the C1B subdomain ;open' <span class='gene' en_id='5582'>PKCgamma</span> protein conformation leading to increased C1 domain accessibility, but inefficient activation of downstream signaling pathways.",2008,1,NA,"PMID","18577575","","",NA,"Positive"
"EFEMP1",2202,"ENSG00000115380","protein-coding",0.431,0.913,1,"Q12805","DTO_05007621","Extracellular structure","DOYNE HONEYCOMB RETINAL DYSTROPHY","[disease]","C1832174","Eye Diseases (C11) | Nervous System Diseases (C10)","Disease or Syndrome (T047)","genetic disease (630) | disease of anatomical entity (7)","","RGD_HUMAN","CausalOrContributing",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"EFEMP1",2202,"ENSG00000115380","protein-coding",0.431,0.913,1,"Q12805","DTO_05007621","Extracellular structure","DOYNE HONEYCOMB RETINAL DYSTROPHY","[disease]","C1832174","Eye Diseases (C11) | Nervous System Diseases (C10)","Disease or Syndrome (T047)","genetic disease (630) | disease of anatomical entity (7)","","CLINGEN","CausalMutation","Molecular genetic heterogeneity in autosomal dominant drusen.","Molecular genetic heterogeneity in autosomal dominant drusen.",2001,1,NA,"PMID","11389162","","",NA,NA
"EFEMP1",2202,"ENSG00000115380","protein-coding",0.431,0.913,1,"Q12805","DTO_05007621","Extracellular structure","DOYNE HONEYCOMB RETINAL DYSTROPHY","[disease]","C1832174","Eye Diseases (C11) | Nervous System Diseases (C10)","Disease or Syndrome (T047)","genetic disease (630) | disease of anatomical entity (7)","","GENCC","CausalMutation","Compromised mutant EFEMP1 secretion associated with macular dystrophy remedied by proteostasis network alteration.","Compromised mutant EFEMP1 secretion associated with macular dystrophy remedied by proteostasis network alteration.",2011,1,NA,"PMID","22031286","","",NA,NA
"EFEMP1",2202,"ENSG00000115380","protein-coding",0.431,0.913,1,"Q12805","DTO_05007621","Extracellular structure","DOYNE HONEYCOMB RETINAL DYSTROPHY","[disease]","C1832174","Eye Diseases (C11) | Nervous System Diseases (C10)","Disease or Syndrome (T047)","genetic disease (630) | disease of anatomical entity (7)","","CLINVAR","GeneticVariation","Doyne honeycomb retinal dystrophy/malattia leventinese induced by EFEMP1 mutation in a Chinese family.","<span class='disease' en_id='C1832174'>Doyne honeycomb retinal dystrophy</span>/<span class='disease' en_id='C1832174'>malattia leventinese</span> induced by <span class='gene' en_id='2202'>EFEMP1</span> mutation in a Chinese family.",2018,1,NA,"PMID","30541486","Chinese","HANCESTRO:0021",NA,"Positive"
"EFEMP1",2202,"ENSG00000115380","protein-coding",0.431,0.913,1,"Q12805","DTO_05007621","Extracellular structure","DOYNE HONEYCOMB RETINAL DYSTROPHY","[disease]","C1832174","Eye Diseases (C11) | Nervous System Diseases (C10)","Disease or Syndrome (T047)","genetic disease (630) | disease of anatomical entity (7)","","CLINVAR","CausalMutation","CES1 knockdown or overexpression of EFEMP1R345W, a variant of EGF-containing fibulin extracellular matrix protein 1 that is associated with DHRD and attenuated cholesterol efflux and led to lipid droplet accumulation.","CES1 knockdown or overexpression of EFEMP1R345W, a variant of <span class='gene' en_id='2202'>EGF-containing fibulin extracellular matrix protein 1</span> that is associated with <span class='disease' en_id='C1832174'>DHRD</span> and attenuated cholesterol efflux and led to lipid droplet accumulation.",2021,1,NA,"PMID","33909993","","",NA,"Positive"
"EFEMP1",2202,"ENSG00000115380","protein-coding",0.431,0.913,1,"Q12805","DTO_05007621","Extracellular structure","DOYNE HONEYCOMB RETINAL DYSTROPHY","[disease]","C1832174","Eye Diseases (C11) | Nervous System Diseases (C10)","Disease or Syndrome (T047)","genetic disease (630) | disease of anatomical entity (7)","","CLINVAR","CausalMutation","Compromised mutant EFEMP1 secretion associated with macular dystrophy remedied by proteostasis network alteration.","Compromised mutant EFEMP1 secretion associated with macular dystrophy remedied by proteostasis network alteration.",2011,1,NA,"PMID","22031286","","",NA,NA
"EFEMP1",2202,"ENSG00000115380","protein-coding",0.431,0.913,1,"Q12805","DTO_05007621","Extracellular structure","DOYNE HONEYCOMB RETINAL DYSTROPHY","[disease]","C1832174","Eye Diseases (C11) | Nervous System Diseases (C10)","Disease or Syndrome (T047)","genetic disease (630) | disease of anatomical entity (7)","","CLINVAR","CausalMutation","A single EFEMP1 mutation associated with both Malattia Leventinese and Doyne honeycomb retinal dystrophy.","A single EFEMP1 mutation associated with both Malattia Leventinese and Doyne honeycomb retinal dystrophy.",1999,1,NA,"PMID","10369267","","",NA,NA
"EFEMP1",2202,"ENSG00000115380","protein-coding",0.431,0.913,1,"Q12805","DTO_05007621","Extracellular structure","DOYNE HONEYCOMB RETINAL DYSTROPHY","[disease]","C1832174","Eye Diseases (C11) | Nervous System Diseases (C10)","Disease or Syndrome (T047)","genetic disease (630) | disease of anatomical entity (7)","","CLINVAR","CausalMutation","Molecular genetic heterogeneity in autosomal dominant drusen.","Molecular genetic heterogeneity in autosomal dominant drusen.",2001,1,NA,"PMID","11389162","","",NA,NA
"RBM20",282996,"ENSG00000203867","protein-coding",0.606,0.696,0.010899,"Q5T481","","","Cardiomyopathy, Dilated","[disease]","C0007193","Cardiovascular Diseases (C14) | Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16)","Disease or Syndrome (T047)","genetic disease (630) | disease of anatomical entity (7)","Abnormality of the cardiovascular system (01626)","MGD_HUMAN","CausalOrContributing",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"BCR",613,"ENSG00000186716","protein-coding",0.445,0.913,5.9807e-06,"P11274","DTO_05007584","Enzyme modulator","Philadelphia chromosome positive chronic myelogenous leukemia","[disease]","C0279543","Neoplasms (C04) | Pathological Conditions, Signs and Symptoms (C23) | Hemic and Lymphatic Diseases (C15)","Neoplastic Process (T191)","disease of cellular proliferation (14566) | disease of anatomical entity (7)","Abnormality of the immune system (02715) | Neoplasm (02664) | Abnormality of blood and blood-forming tissues (01871)","RGD_HUMAN","CausalOrContributing","Inhibitors of ABL and the ABL-T315I mutation.","Inhibitors of ABL and the ABL-T315I mutation.",2008,1,NA,"PMID","18673174","","",NA,NA
